Date,Pricing_Window,Window_Number,Station_ID,Region,Product,Day_of_Week,Is_Weekend,Month_Number,Pump_Price,NPA_Price_Floor,Price_Premium,Volume_Sold,Revenue_GHS,Margin_Contribution,Comp_Min,Comp_Mean,Comp_Max,Comp_Gap,Comp_Available,Days_Since_Window_Start,Regulatory_Period,Below_Floor_Flag,Price_Imputed,Volume_Imputed,Comp_Imputed
2025-05-21,2025MayW2,18,BDR,Greater Accra,PMS,Wednesday,0,5,12.45,10.65,1.8,7773.87,96784.68,13992.97,11.88,11.92,12.26,0.53,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,BDR,Greater Accra,AGO,Wednesday,0,5,13.45,10.65,2.8,1339.65,18018.29,3751.02,11.41,11.72,11.75,1.73,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,KP5,Greater Accra,PMS,Wednesday,0,5,11.11,10.65,0.46,498.97,5543.56,229.53,11.7,11.94,12.13,-0.83,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,KP5,Greater Accra,AGO,Wednesday,0,5,11.47,10.65,0.82,2940.26,33724.78,2411.01,11.47,11.78,12.22,-0.31,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,BKR,Upper East,PMS,Wednesday,0,5,12.75,10.65,2.1,11522.91,146917.1,24198.11,12.01,12.18,12.37,0.57,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,BKR,Upper East,AGO,Wednesday,0,5,13.75,10.65,3.1,2606.89,35844.74,8081.36,11.54,11.72,11.88,2.03,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,DRB,Bono,PMS,Wednesday,0,5,12.65,10.65,2.0,7288.19,92195.6,14576.38,11.73,11.85,12.02,0.8,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,DRB,Bono,AGO,Wednesday,0,5,13.75,10.65,3.1,822.58,11310.48,2550.0,11.7,12.0,12.33,1.75,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,GBT,Greater Accra,PMS,Wednesday,0,5,12.57,10.65,1.92,1596.06,20062.47,3064.44,11.6,11.74,12.15,0.83,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,GBT,Greater Accra,AGO,Wednesday,0,5,13.67,10.65,3.02,766.8,10482.16,2315.74,11.51,11.79,11.98,1.88,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,GGD,Upper East,PMS,Wednesday,0,5,13.2,10.65,2.55,6281.51,82915.93,16017.85,11.93,11.96,12.18,1.24,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,GGD,Upper East,AGO,Wednesday,0,5,13.8,10.65,3.15,540.49,7458.76,1702.54,11.63,11.65,12.04,2.15,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,MKS,Central,PMS,Wednesday,0,5,14.25,10.65,3.6,1955.09,27860.03,7038.32,11.1,11.38,11.48,2.87,0.0,6,0,0,0,1,1
2025-05-21,2025MayW2,18,MKS,Central,AGO,Wednesday,0,5,14.99,10.65,4.34,262.7,3937.87,1140.12,11.58,11.83,11.86,3.16,0.0,6,0,0,0,1,1
2025-05-21,2025MayW2,18,TNA,Savannah,PMS,Wednesday,0,5,12.75,10.65,2.1,1008.29,12855.7,2117.41,11.55,11.66,12.03,1.09,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,TNA,Savannah,AGO,Wednesday,0,5,13.75,10.65,3.1,1803.0,24791.25,5589.3,11.35,11.48,11.77,2.27,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,LPZ,Greater Accra,PMS,Wednesday,0,5,12.45,10.65,1.8,4538.6,56505.57,8169.48,11.78,11.9,12.02,0.55,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,LPZ,Greater Accra,AGO,Wednesday,0,5,13.45,10.65,2.8,3271.66,44003.83,9160.65,11.6,11.7,12.05,1.75,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,NK1,Eastern,PMS,Wednesday,0,5,12.57,10.65,1.92,4891.09,61481.0,9390.89,11.6,11.86,12.17,0.71,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,NK1,Eastern,AGO,Wednesday,0,5,13.67,10.65,3.02,2070.8,28307.84,6253.82,11.06,11.34,11.4,2.33,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,NK2,Eastern,PMS,Wednesday,0,5,12.57,10.65,1.92,6126.57,77010.98,11763.01,11.59,11.76,11.8,0.81,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,NK2,Eastern,AGO,Wednesday,0,5,13.67,10.65,3.02,868.14,11867.47,2621.78,11.54,11.59,11.88,2.08,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,NSK,Eastern,PMS,Wednesday,0,5,12.75,10.65,2.1,577.5,7363.12,1212.75,11.77,11.88,12.13,0.87,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,NSK,Eastern,AGO,Wednesday,0,5,13.75,10.65,3.1,539.66,7420.32,1672.95,11.11,11.27,11.42,2.48,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,OGB,Eastern,PMS,Wednesday,0,5,12.45,10.65,1.8,4499.66,56020.77,8099.39,11.85,11.93,12.3,0.52,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,OGB,Eastern,AGO,Wednesday,0,5,13.45,10.65,2.8,1839.01,24734.68,5149.23,11.16,11.38,11.77,2.07,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,OJB,Eastern,PMS,Wednesday,0,5,12.57,10.65,1.92,766.1,9629.88,1470.91,11.5,11.61,11.8,0.96,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,OJB,Eastern,AGO,Wednesday,0,5,13.67,10.65,3.02,983.92,13450.19,2971.44,11.07,11.23,11.43,2.44,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,RCC,Eastern,PMS,Wednesday,0,5,12.65,10.65,2.0,7207.62,91176.39,14415.24,11.61,11.74,12.07,0.91,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,RCC,Eastern,AGO,Wednesday,0,5,13.75,10.65,3.1,668.02,9185.28,2070.86,11.19,11.36,11.45,2.39,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,SGA,Eastern,PMS,Wednesday,0,5,12.57,10.65,1.92,562.05,7064.97,1079.14,11.69,11.91,12.1,0.66,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,SGA,Eastern,AGO,Wednesday,0,5,13.67,10.65,3.02,318.88,4359.09,963.02,11.13,11.39,11.71,2.28,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,SMN,Eastern,PMS,Wednesday,0,5,12.57,10.65,1.92,653.36,8212.74,1254.45,11.36,11.6,11.78,0.97,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,SMN,Eastern,AGO,Wednesday,0,5,13.67,10.65,3.02,1076.56,14716.58,3251.21,11.12,11.22,11.55,2.45,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,TSH,Eastern,PMS,Wednesday,0,5,12.45,10.65,1.8,6710.8,83549.46,12079.44,11.52,11.76,11.92,0.69,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,TSH,Eastern,AGO,Wednesday,0,5,13.45,10.65,2.8,1819.1,24466.89,5093.48,11.05,11.3,11.3,2.15,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,BRK,Eastern,PMS,Wednesday,0,5,11.18,10.65,0.53,5097.4,56988.93,2701.62,11.52,11.77,12.18,-0.59,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,BRK,Eastern,AGO,Wednesday,0,5,11.520000000000001,10.65,0.87,3087.34,35566.16,2685.99,11.2,11.29,11.41,0.23,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,WKB,Eastern,PMS,Wednesday,0,5,14.25,10.65,3.6,3759.03,53566.18,13532.51,11.3,11.6,11.64,2.65,0.0,6,0,0,0,1,1
2025-05-21,2025MayW2,18,WKB,Eastern,AGO,Wednesday,0,5,14.99,10.65,4.34,489.17,7332.66,2123.0,11.37,11.4,11.84,3.59,0.0,6,0,0,0,1,1
2025-05-21,2025MayW2,18,WKM,Eastern,PMS,Wednesday,0,5,14.25,10.65,3.6,3258.3,46430.78,11729.88,11.38,11.69,12.12,2.56,0.0,6,0,0,0,1,1
2025-05-21,2025MayW2,18,WKM,Eastern,AGO,Wednesday,0,5,14.99,10.65,4.34,480.5,7202.7,2085.37,11.28,11.6,11.7,3.39,0.0,6,0,0,0,1,1
2025-05-21,2025MayW2,18,WKP,Eastern,PMS,Wednesday,0,5,12.75,10.65,2.1,1911.56,24372.39,4014.28,11.47,11.76,11.88,0.99,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,WKP,Eastern,AGO,Wednesday,0,5,13.75,10.65,3.1,695.81,9567.39,2157.01,11.34,11.39,11.51,2.36,0.0,6,0,0,0,0,1
2025-05-21,2025MayW2,18,WSB,Eastern,PMS,Wednesday,0,5,14.25,10.65,3.6,3659.68,52150.44,13174.85,11.49,11.62,12.07,2.63,0.0,6,0,0,0,1,1
2025-05-21,2025MayW2,18,WSB,Eastern,AGO,Wednesday,0,5,14.99,10.65,4.34,662.84,9935.97,2876.73,10.98,11.28,11.43,3.71,0.0,6,0,0,0,1,1
2025-05-21,2025MayW2,18,LGN,Eastern,AGO,Wednesday,0,5,11.620000000000001,10.65,0.97,470.57,5468.02,456.45,11.1,11.32,11.43,0.3,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,LGN,Eastern,PMS,Wednesday,0,5,10.780000000000001,10.65,0.13,3309.38,35675.12,430.22,11.5,11.71,11.93,-0.93,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,NK4,Eastern,PMS,Wednesday,0,5,10.65,10.65,0.0,5580.71,59434.56,0.0,11.62,11.83,12.29,-1.18,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,NK4,Eastern,AGO,Wednesday,0,5,11.440000000000001,10.65,0.79,3367.31,38522.03,2660.17,11.13,11.31,11.54,0.13,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,SAJ,Eastern,PMS,Wednesday,0,5,10.65,10.65,0.0,2856.82,30425.13,0.0,11.65,12.0,12.23,-1.35,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,SAJ,Eastern,AGO,Wednesday,0,5,11.559999999999999,10.65,0.91,277.5,3207.9,252.52,11.07,11.31,11.4,0.25,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,BHR,Eastern,PMS,Wednesday,0,5,10.65,10.65,0.0,1173.33,12495.96,0.0,11.85,11.85,11.95,-1.2,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,BHR,Eastern,AGO,Wednesday,0,5,11.559999999999999,10.65,0.91,719.92,8322.28,655.13,11.23,11.52,11.7,0.04,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,NK3,Eastern,PMS,Wednesday,0,5,10.65,10.65,0.0,3852.74,41031.68,0.0,11.48,11.73,12.18,-1.08,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,NK3,Eastern,AGO,Wednesday,0,5,11.440000000000001,10.65,0.79,655.08,7494.12,517.51,11.19,11.44,11.52,0.0,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,ADG,Greater Accra,PMS,Wednesday,0,5,10.65,10.65,0.0,5630.37,59963.44,0.0,11.42,11.7,11.74,-1.05,0.0,6,0,0,1,1,1
2025-05-21,2025MayW2,18,ADG,Greater Accra,AGO,Wednesday,0,5,11.440000000000001,10.65,0.79,713.61,8163.7,563.75,11.37,11.4,11.72,0.04,0.0,6,0,0,1,1,1
2025-05-22,2025MayW2,18,ABF,Ashanti,PMS,Thursday,0,5,10.65,10.65,0.0,2146.71,22862.46,0.0,11.81,12.03,12.32,-1.38,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,ABF,Ashanti,AGO,Thursday,0,5,13.75,10.65,3.1,1007.8,13857.25,3124.18,11.58,11.9,12.34,1.85,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ABH,Greater Accra,PMS,Thursday,0,5,12.75,10.65,2.1,6385.62,81416.66,13409.8,11.3,11.59,11.77,1.16,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ABH,Greater Accra,AGO,Thursday,0,5,13.75,10.65,3.1,1189.33,16353.29,3686.92,11.29,11.39,11.75,2.36,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ABL,Greater Accra,PMS,Thursday,0,5,12.65,10.65,2.0,7801.94,98694.54,15603.88,11.39,11.69,12.09,0.96,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ABL,Greater Accra,AGO,Thursday,0,5,13.75,10.65,3.1,1625.91,22356.26,5040.32,11.48,11.68,11.89,2.07,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,AJF,Ashanti,PMS,Thursday,0,5,12.45,10.65,1.8,2237.26,27853.89,4027.07,11.77,12.02,12.41,0.43,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,AJF,Ashanti,AGO,Thursday,0,5,13.75,10.65,3.1,729.81,10034.89,2262.41,11.48,11.81,11.85,1.94,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ANJ,Western,PMS,Thursday,0,5,12.65,10.65,2.0,853.15,10792.35,1706.3,11.51,11.6,11.65,1.05,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ANJ,Western,AGO,Thursday,0,5,13.75,10.65,3.1,407.63,5604.91,1263.65,11.2,11.43,11.71,2.32,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ATB,Bono East,PMS,Thursday,0,5,12.75,10.65,2.1,2110.9,26913.98,4432.89,11.78,11.88,12.29,0.87,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ATB,Bono East,AGO,Thursday,0,5,13.75,10.65,3.1,1536.91,21132.51,4764.42,11.37,11.63,12.08,2.12,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ATW,Ashanti,PMS,Thursday,0,5,12.45,10.65,1.8,2041.65,25418.54,3674.97,12.0,12.25,12.69,0.2,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,ATW,Ashanti,AGO,Thursday,0,5,13.45,10.65,2.8,1417.85,19070.08,3969.98,12.06,12.08,12.51,1.37,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,BDR,Greater Accra,PMS,Thursday,0,5,12.45,10.65,1.8,7390.29,92009.11,13302.52,11.84,11.92,11.98,0.53,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,BDR,Greater Accra,AGO,Thursday,0,5,13.45,10.65,2.8,1576.06,21198.01,4412.97,11.38,11.5,11.75,1.95,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,KP5,Greater Accra,PMS,Thursday,0,5,11.11,10.65,0.46,503.54,5594.33,231.63,11.64,11.8,11.99,-0.69,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,KP5,Greater Accra,AGO,Thursday,0,5,11.47,10.65,0.82,2883.28,33071.22,2364.29,11.15,11.38,11.61,0.09,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,BKR,Upper East,PMS,Thursday,0,5,12.75,10.65,2.1,8265.38,105383.59,17357.3,11.87,12.04,12.47,0.71,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,BKR,Upper East,AGO,Thursday,0,5,13.75,10.65,3.1,2153.45,29609.94,6675.7,11.43,11.44,11.56,2.31,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,DRB,Bono,PMS,Thursday,0,5,12.65,10.65,2.0,4145.21,52436.91,8290.42,11.63,11.79,11.82,0.86,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,DRB,Bono,AGO,Thursday,0,5,13.75,10.65,3.1,962.29,13231.49,2983.1,11.81,11.86,12.32,1.89,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,GBT,Greater Accra,PMS,Thursday,0,5,12.57,10.65,1.92,1655.24,20806.37,3178.06,11.39,11.69,11.8,0.88,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,GBT,Greater Accra,AGO,Thursday,0,5,13.67,10.65,3.02,552.74,7555.96,1669.27,11.22,11.54,11.58,2.13,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,GGD,Upper East,PMS,Thursday,0,5,13.2,10.65,2.55,6439.56,85002.19,16420.88,11.74,12.05,12.4,1.15,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,GGD,Upper East,AGO,Thursday,0,5,13.8,10.65,3.15,1010.65,13946.97,3183.55,11.61,11.74,11.82,2.06,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,MKS,Central,PMS,Thursday,0,5,14.25,10.65,3.6,1906.08,27161.64,6861.89,11.32,11.6,11.81,2.65,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,MKS,Central,AGO,Thursday,0,5,14.99,10.65,4.34,239.51,3590.25,1039.47,11.76,11.79,12.1,3.2,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,TNA,Savannah,PMS,Thursday,0,5,12.75,10.65,2.1,976.41,12449.23,2050.46,11.65,11.87,11.87,0.88,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,TNA,Savannah,AGO,Thursday,0,5,13.75,10.65,3.1,720.24,9903.3,2232.74,11.35,11.55,11.56,2.2,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,LPZ,Greater Accra,PMS,Thursday,0,5,12.45,10.65,1.8,4639.25,57758.66,8350.65,11.45,11.78,12.24,0.67,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,LPZ,Greater Accra,AGO,Thursday,0,5,13.45,10.65,2.8,3035.18,40823.17,8498.5,11.3,11.6,11.65,1.85,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,NK1,Eastern,PMS,Thursday,0,5,12.57,10.65,1.92,5085.74,63927.75,9764.62,11.5,11.68,11.84,0.89,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,NK1,Eastern,AGO,Thursday,0,5,13.67,10.65,3.02,2649.92,36224.41,8002.76,11.55,11.62,11.88,2.05,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,NK2,Eastern,PMS,Thursday,0,5,12.57,10.65,1.92,5890.63,74045.22,11310.01,11.81,11.98,12.18,0.59,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,NK2,Eastern,AGO,Thursday,0,5,13.67,10.65,3.02,1346.52,18406.93,4066.49,11.28,11.33,11.5,2.34,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,NSK,Eastern,PMS,Thursday,0,5,12.75,10.65,2.1,716.96,9141.24,1505.62,11.71,11.72,11.93,1.03,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,NSK,Eastern,AGO,Thursday,0,5,13.75,10.65,3.1,275.83,3792.66,855.07,11.22,11.56,11.89,2.19,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,OGB,Eastern,PMS,Thursday,0,5,12.45,10.65,1.8,4305.19,53599.62,7749.34,11.5,11.81,12.25,0.64,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,OGB,Eastern,AGO,Thursday,0,5,13.45,10.65,2.8,1838.63,24729.57,5148.16,11.26,11.41,11.46,2.04,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,OJB,Eastern,PMS,Thursday,0,5,12.57,10.65,1.92,596.53,7498.38,1145.34,11.43,11.58,11.99,0.99,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,OJB,Eastern,AGO,Thursday,0,5,13.67,10.65,3.02,657.04,8981.74,1984.26,11.34,11.46,11.69,2.21,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,RCC,Eastern,PMS,Thursday,0,5,12.65,10.65,2.0,6933.74,87711.81,13867.48,11.63,11.74,11.95,0.91,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,RCC,Eastern,AGO,Thursday,0,5,13.75,10.65,3.1,1005.16,13820.95,3116.0,11.4,11.48,11.81,2.27,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,SGA,Eastern,PMS,Thursday,0,5,12.57,10.65,1.92,604.46,7598.06,1160.56,11.93,11.93,12.04,0.64,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,SGA,Eastern,AGO,Thursday,0,5,13.67,10.65,3.02,268.16,3665.75,809.84,11.0,11.25,11.35,2.42,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,SMN,Eastern,PMS,Thursday,0,5,12.57,10.65,1.92,574.62,7222.97,1103.27,11.37,11.61,11.76,0.96,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,SMN,Eastern,AGO,Thursday,0,5,13.67,10.65,3.02,796.9,10893.62,2406.64,10.99,11.31,11.56,2.36,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,TSH,Eastern,PMS,Thursday,0,5,12.45,10.65,1.8,6026.63,75031.54,10847.93,11.6,11.64,11.87,0.81,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,TSH,Eastern,AGO,Thursday,0,5,13.45,10.65,2.8,1409.79,18961.68,3947.41,11.46,11.57,11.76,1.88,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,BRK,Eastern,PMS,Thursday,0,5,11.18,10.65,0.53,5056.6,56532.79,2680.0,11.5,11.66,11.97,-0.48,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,BRK,Eastern,AGO,Thursday,0,5,11.520000000000001,10.65,0.87,3327.45,38332.22,2894.88,11.31,11.55,11.99,-0.03,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,WKB,Eastern,PMS,Thursday,0,5,14.25,10.65,3.6,3943.59,56196.16,14196.92,11.56,11.7,11.9,2.55,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,WKB,Eastern,AGO,Thursday,0,5,14.99,10.65,4.34,511.69,7670.23,2220.73,11.29,11.48,11.8,3.51,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,WKM,Eastern,PMS,Thursday,0,5,14.25,10.65,3.6,4030.09,57428.78,14508.32,11.72,11.88,12.03,2.37,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,WKM,Eastern,AGO,Thursday,0,5,14.99,10.65,4.34,411.25,6164.64,1784.82,11.24,11.46,11.52,3.53,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,WKP,Eastern,PMS,Thursday,0,5,12.75,10.65,2.1,1853.34,23630.08,3892.01,11.66,11.88,12.27,0.87,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,WKP,Eastern,AGO,Thursday,0,5,13.75,10.65,3.1,968.81,13321.14,3003.31,11.2,11.53,11.72,2.22,0.0,7,0,0,0,0,1
2025-05-22,2025MayW2,18,WSB,Eastern,PMS,Thursday,0,5,14.25,10.65,3.6,3586.1,51101.92,12909.96,11.62,11.68,12.13,2.57,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,WSB,Eastern,AGO,Thursday,0,5,14.99,10.65,4.34,680.74,10204.29,2954.41,11.38,11.5,11.67,3.49,0.0,7,0,0,0,1,1
2025-05-22,2025MayW2,18,LGN,Eastern,AGO,Thursday,0,5,11.620000000000001,10.65,0.97,677.99,7878.24,657.65,11.51,11.54,11.93,0.08,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,LGN,Eastern,PMS,Thursday,0,5,10.780000000000001,10.65,0.13,2736.45,29498.93,355.74,11.42,11.62,11.97,-0.84,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,NK4,Eastern,PMS,Thursday,0,5,10.65,10.65,0.0,5764.69,61393.95,0.0,11.36,11.59,11.76,-0.94,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,NK4,Eastern,AGO,Thursday,0,5,11.440000000000001,10.65,0.79,3481.53,39828.7,2750.41,11.06,11.21,11.51,0.23,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,SAJ,Eastern,PMS,Thursday,0,5,10.65,10.65,0.0,2529.79,26942.26,0.0,11.71,11.97,12.16,-1.32,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,SAJ,Eastern,AGO,Thursday,0,5,11.559999999999999,10.65,0.91,256.99,2970.8,233.86,11.13,11.25,11.52,0.31,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,BHR,Eastern,PMS,Thursday,0,5,10.65,10.65,0.0,1229.88,13098.22,0.0,11.36,11.62,11.96,-0.97,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,BHR,Eastern,AGO,Thursday,0,5,11.559999999999999,10.65,0.91,673.71,7788.09,613.08,11.1,11.35,11.55,0.21,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,NK3,Eastern,PMS,Thursday,0,5,10.65,10.65,0.0,3031.83,32288.99,0.0,11.48,11.61,11.65,-0.96,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,NK3,Eastern,AGO,Thursday,0,5,11.440000000000001,10.65,0.79,723.58,8277.76,571.63,11.12,11.38,11.46,0.06,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,ADG,Greater Accra,PMS,Thursday,0,5,10.65,10.65,0.0,6938.19,73891.72,0.0,11.42,11.77,12.18,-1.12,0.0,7,0,0,1,1,1
2025-05-22,2025MayW2,18,ADG,Greater Accra,AGO,Thursday,0,5,11.440000000000001,10.65,0.79,670.64,7672.12,529.81,11.51,11.57,11.85,-0.13,0.0,7,0,0,1,1,1
2025-05-23,2025MayW2,18,ABF,Ashanti,PMS,Friday,0,5,10.65,10.65,0.0,1694.15,18042.7,0.0,12.08,12.26,12.68,-1.61,0.0,8,0,0,1,1,1
2025-05-23,2025MayW2,18,ABF,Ashanti,AGO,Friday,0,5,13.75,10.65,3.1,555.38,7636.48,1721.68,11.76,11.91,11.92,1.84,0.0,8,0,0,0,1,1
2025-05-23,2025MayW2,18,ABH,Greater Accra,PMS,Friday,0,5,12.75,10.65,2.1,6350.65,80970.79,13336.36,11.65,11.88,12.16,0.87,0.0,8,0,0,0,0,1
2025-05-23,2025MayW2,18,ABH,Greater Accra,AGO,Friday,0,5,13.75,10.65,3.1,1307.2,17974.0,4052.32,11.11,11.44,11.84,2.31,0.0,8,0,0,0,0,1
2025-05-23,2025MayW2,18,ABL,Greater Accra,PMS,Friday,0,5,12.65,10.65,2.0,9108.9,115227.58,18217.8,11.37,11.6,11.73,1.05,0.0,8,0,0,0,0,1
2025-05-23,2025MayW2,18,ABL,Greater Accra,AGO,Friday,0,5,13.75,10.65,3.1,1421.52,19545.9,4406.71,11.33,11.46,11.51,2.29,0.0,8,0,0,0,0,1
2025-05-23,2025MayW2,18,AJF,Ashanti,PMS,Friday,0,5,12.45,10.65,1.8,2110.98,26281.7,3799.76,11.94,12.15,12.6,0.3,0.0,8,0,0,0,0,1
2025-05-23,2025MayW2,18,AJF,Ashanti,AGO,Friday,0,5,13.75,10.65,3.1,274.36,3772.45,850.52,11.86,12.0,12.05,1.75,0.0,8,0,0,0,0,1
2025-05-23,2025MayW2,18,ANJ,Western,PMS,Friday,0,5,12.65,10.65,2.0,955.52,12087.33,1911.04,11.39,11.49,11.8,1.16,0.0,8,0,0,0,0,1
2025-05-23,2025MayW2,18,ANJ,Western,AGO,Friday,0,5,13.75,10.65,3.1,80.0,1100.0,248.0,11.07,11.16,11.43,2.59,0.0,8,0,0,0,0,1
2025-05-23,2025MayW2,18,ATB,Bono East,PMS,Friday,0,5,12.75,10.65,2.1,2305.38,29393.6,4841.3,11.92,12.09,12.25,0.66,0.0,8,0,0,0,0,1
